Image,Red,Green,Blue,Contrast,Energy,Correlation,Homogeneity,Freshness
saltandpepper_Screen Shot 2018-06-08 at 2.30.45 PM,415039,345775,309060,725.0648979591837,0.13230881549324727,0.9414942383753624,0.2813708841304403,0
rotated_by_60_Screen Shot 2018-06-07 at 2.50.43 PM,433071,320122,250951,1207.214693877551,0.13538720751982686,0.8988537608027907,0.23556236972513397,0
vertical_flip_Screen Shot 2018-06-07 at 3.04.04 PM,552148,460491,366800,459.1383673469388,0.30911489771874495,0.9312993776009031,0.3782752711969055,0
rotated_by_15_Screen Shot 2018-06-07 at 2.55.52 PM,521357,473031,336291,1975.7453061224487,0.3116308487979524,0.8487121713989944,0.48106679280579057,0
rotated_by_75_Screen Shot 2018-06-07 at 2.46.22 PM,478463,413240,342347,1204.0975510204082,0.36182367001057997,0.9188569025117147,0.4866320128080122,0
rotated_by_45_Screen Shot 2018-06-07 at 2.40.48 PM,415776,296135,265072,1690.0224489795917,0.16264627543267,0.876269570696724,0.3415840726089312,0
translation_Screen Shot 2018-06-08 at 2.51.43 PM,429217,327562,245577,885.0244897959182,0.11892409529394246,0.8852048628963751,0.20348668122791427,0
rotated_by_75_Screen Shot 2018-06-07 at 2.56.34 PM,440642,293547,260429,2018.5632653061225,0.13749196334091776,0.8650597176698555,0.29882346780408536,0
Screen Shot 2018-06-08 at 2.45.05 PM,530959,435037,386900,399.4636734693877,0.35545572346675297,0.9538181448780451,0.4150768595259734,0
rotated_by_15_Screen Shot 2018-06-07 at 2.47.20 PM,458763,351665,294244,1671.8628571428571,0.09991750032970505,0.8530408846528669,0.2981739717339072,0
rotated_by_75_Screen Shot 2018-06-08 at 2.46.25 PM,464372,385596,279746,1811.4020408163265,0.2254070315286488,0.8579276851926874,0.3626802616103416,0
vertical_flip_Screen Shot 2018-06-07 at 2.57.05 PM,498449,458580,443933,590.4126530612245,0.4145646994689903,0.9579557949852623,0.5188449931918719,0
rotated_by_75_Screen Shot 2018-06-07 at 2.53.33 PM,419130,251494,225998,770.0828571428572,0.22474845951450725,0.944484616117424,0.4117523077778473,0
rotated_by_60_Screen Shot 2018-06-07 at 2.16.41 PM,443432,315527,280384,1813.3269387755108,0.2427161312449462,0.8694427287624166,0.400041220977597,0
rotated_by_45_Screen Shot 2018-06-07 at 2.52.30 PM,391123,259811,201722,1538.784897959184,0.15976450808137052,0.8482756085364223,0.2617578265451568,0
saltandpepper_Screen Shot 2018-06-08 at 2.32.42 PM,517050,438178,358924,527.1130612244898,0.1375210407588426,0.9268216320901814,0.33221122100353306,0
rotated_by_45_Screen Shot 2018-06-08 at 2.46.44 PM,455065,365204,302025,1573.6408163265305,0.26465162597654357,0.893700638784725,0.45463041095485757,0
translation_Screen Shot 2018-06-07 at 2.43.48 PM,507656,444610,357955,1545.1579591836735,0.25497204851257493,0.8914050836692073,0.457064497907655,0
saltandpepper_Screen Shot 2018-06-07 at 2.41.14 PM,543760,465658,411469,337.0436734693877,0.16374495868639846,0.9501897968060462,0.3770908131183476,0
rotated_by_60_Screen Shot 2018-06-07 at 2.59.38 PM,418460,348416,313223,1504.0714285714287,0.1497742296482349,0.8684944868452291,0.34404000027800985,0
saltandpepper_Screen Shot 2018-06-08 at 2.51.43 PM,483103,378501,296261,516.4151020408162,0.027831527432038893,0.7986056101662207,0.10598195577536264,0
rotated_by_30_Screen Shot 2018-06-07 at 3.02.18 PM,334273,230045,213004,1464.077142857143,0.14137894114017663,0.8833068730651303,0.3473770559066563,0
rotated_by_75_Screen Shot 2018-06-07 at 3.17.25 PM,438534,344452,307579,1891.804489795918,0.16260709155017603,0.846068438291941,0.3031259356538186,0
rotated_by_45_Screen Shot 2018-06-07 at 2.41.23 PM,428002,333142,271193,1321.354693877551,0.16038739025279788,0.9013136391779644,0.3766488286489248,0
vertical_flip_Screen Shot 2018-06-07 at 2.37.32 PM,525747,442947,372568,521.3804081632653,0.2442992682036004,0.9205765673793062,0.3030425484131361,0
translation_Screen Shot 2018-06-07 at 3.17.32 PM,317825,280448,215750,1092.0244897959185,0.14136627305343344,0.8792270729846889,0.2949205506072451,0
rotated_by_75_Screen Shot 2018-06-07 at 2.20.04 PM,379200,324096,298477,2672.764081632653,0.31330685093129246,0.8596631539265684,0.4659890123149678,0
rotated_by_45_Screen Shot 2018-06-08 at 2.30.31 PM,404295,339967,223754,1782.6371428571426,0.17639903082444003,0.8643779866384703,0.35399752774125964,0
rotated_by_30_Screen Shot 2018-06-07 at 2.39.20 PM,466973,386069,267593,1638.3942857142856,0.19273973318447252,0.8669669128744739,0.37316696533856997,0
translation_Screen Shot 2018-06-07 at 2.52.09 PM,386801,302047,267612,1663.4746938775509,0.20069143287309185,0.8793342254038199,0.34811375683861756,0
vertical_flip_Screen Shot 2018-06-08 at 2.50.38 PM,530749,471934,435866,349.26653061224494,0.29643754596692384,0.9528713795098798,0.4422256517711201,0
rotated_by_15_Screen Shot 2018-06-07 at 2.57.13 PM,315074,310103,325372,1557.1142857142859,0.11384316648618763,0.9118349721055761,0.4146001698099553,0
vertical_flip_Screen Shot 2018-06-07 at 2.46.43 PM,483572,446194,344019,307.2,0.08679061822519588,0.9195766828739043,0.3368489503985264,0
rotated_by_15_Screen Shot 2018-06-08 at 2.26.55 PM,473998,401889,326313,1844.9742857142855,0.37090274508829923,0.8818547822917431,0.4988485415267562,0
rotated_by_45_Screen Shot 2018-06-07 at 2.46.12 PM,479343,415330,327251,1914.9163265306124,0.3148186575983255,0.8789067690243871,0.48127505552298055,0
rotated_by_60_Screen Shot 2018-06-07 at 2.46.32 PM,486285,347605,318464,1742.2424489795917,0.20727863248989378,0.8754954364466786,0.381663321985901,0
rotated_by_60_Screen Shot 2018-06-08 at 2.50.22 PM,447555,406032,338742,1646.6710204081633,0.31280661759037304,0.9001428619511772,0.5158216347154307,0
Screen Shot 2018-06-07 at 2.52.30 PM,500197,365925,306462,405.2555102040817,0.1748402019271098,0.9486688730312879,0.2551034183094648,0
vertical_flip_Screen Shot 2018-06-08 at 2.47.49 PM,451729,397137,269849,605.9448979591837,0.0396864008487567,0.8862217340727112,0.2502476609646083,0
vertical_flip_Screen Shot 2018-06-07 at 2.24.47 PM,572249,467245,440347,417.87265306122447,0.4390786802653447,0.9425337385872082,0.4938959900005778,0
rotated_by_15_Screen Shot 2018-06-08 at 2.42.30 PM,519867,462242,413741,1517.4648979591839,0.3143148674525397,0.8950394218945099,0.49017964238238376,0
rotated_by_15_Screen Shot 2018-06-08 at 2.34.05 PM,491812,357171,295475,1600.0281632653064,0.17443285859445867,0.8360143057580821,0.31449163015868337,0
Screen Shot 2018-06-08 at 2.45.58 PM,429040,309916,210934,271.38163265306116,0.022135096919112238,0.9320013466886925,0.16606626469526456,0
rotated_by_60_Screen Shot 2018-06-08 at 2.29.10 PM,472087,423606,360384,1362.528163265306,0.26272956087474136,0.9117161995116817,0.4736369653233552,0
rotated_by_30_Screen Shot 2018-06-07 at 2.52.09 PM,376390,288462,251722,1796.8244897959185,0.17248918743916553,0.8580717536634603,0.3141178351834831,0
rotated_by_60_Screen Shot 2018-06-07 at 2.31.59 PM,473205,335768,278299,1829.3640816326533,0.19366368440475915,0.8623274831992057,0.34110521230958246,0
saltandpepper_Screen Shot 2018-06-07 at 3.03.38 PM,556591,434719,394784,736.0236734693879,0.35097306277761814,0.9190770121799274,0.3993487651511738,0
rotated_by_60_Screen Shot 2018-06-07 at 2.57.26 PM,445973,351305,272096,1612.950612244898,0.1979396161168555,0.8877709289283368,0.35490775187552237,0
rotated_by_30_Screen Shot 2018-06-08 at 2.51.28 PM,440073,333499,277841,1762.7546938775513,0.2081482587628087,0.8847238854069718,0.3736428118447048,0
rotated_by_60_Screen Shot 2018-06-07 at 2.38.13 PM,491281,393327,358651,1436.7134693877551,0.3134029478910053,0.9080251934863794,0.485588356897409,0
rotated_by_75_Screen Shot 2018-06-08 at 2.49.40 PM,432455,397670,362524,2632.137551020408,0.3777863579832091,0.8499958517965726,0.5479157696952255,0
rotated_by_30_Screen Shot 2018-06-07 at 2.46.43 PM,399711,363076,260958,1255.52,0.13737892704487709,0.8788370704172598,0.34073944288678065,0
saltandpepper_Screen Shot 2018-06-07 at 2.39.26 PM,550320,510423,430176,489.00979591836733,0.4994109816704854,0.9357728180878193,0.5737787293440686,0
rotated_by_60_Screen Shot 2018-06-08 at 2.41.39 PM,461839,395863,336666,1732.465306122449,0.19305281079306263,0.8915718395050033,0.3810682189191269,0
rotated_by_45_Screen Shot 2018-06-07 at 2.52.22 PM,449841,296419,239601,1360.2379591836736,0.1702642677319751,0.8873754044109536,0.30504110755650893,0
vertical_flip_Screen Shot 2018-06-08 at 2.29.55 PM,477767,405265,379028,599.3151020408163,0.26555106432366626,0.9515482747627855,0.34910244166160204,0
Screen Shot 2018-06-07 at 2.24.02 PM,511839,413910,383798,520.5926530612245,0.285864246359944,0.9458062790451949,0.36866737403136896,0
translation_Screen Shot 2018-06-07 at 2.31.43 PM,500079,401969,357379,1621.1020408163267,0.3587446296292068,0.8961094768099669,0.5420091748534743,0
rotated_by_45_Screen Shot 2018-06-07 at 2.41.14 PM,426754,350262,295803,1440.640408163265,0.19652605585241006,0.9062803321537294,0.4231942219335809,0
vertical_flip_Screen Shot 2018-06-08 at 2.53.14 PM,551894,466589,391750,355.25224489795914,0.37931776368575665,0.9527842309573431,0.4631862715201777,0
rotated_by_15_Screen Shot 2018-06-07 at 2.54.58 PM,529480,431471,388217,1470.738367346939,0.20664250417434749,0.883285058858577,0.44624661415072414,0
saltandpepper_Screen Shot 2018-06-08 at 2.37.53 PM,526981,432292,386594,833.2338775510204,0.3986973791820022,0.9287311678695783,0.4414771271790007,0
rotated_by_30_Screen Shot 2018-06-07 at 3.00.40 PM,329152,290273,287462,2441.0155102040817,0.29808887308970744,0.8826166301119844,0.4546054637863882,0
rotated_by_15_Screen Shot 2018-06-07 at 2.20.56 PM,493933,450197,340718,1678.3914285714286,0.18961391317175244,0.8559457227364968,0.36338397216655605,0
rotated_by_75_Screen Shot 2018-06-07 at 2.57.42 PM,521883,497722,348830,1766.6616326530616,0.3299125879711033,0.8589638285892064,0.48633337698375223,0
rotated_by_30_Screen Shot 2018-06-07 at 2.45.55 PM,496294,436138,351451,1772.1710204081635,0.37457659006435506,0.881372633695392,0.5207661909466115,0
Screen Shot 2018-06-07 at 2.43.26 PM,503962,398474,373054,622.8726530612246,0.34853092055405566,0.9446604443032094,0.40683653252361246,0
Screen Shot 2018-06-07 at 2.37.01 PM,611273,532048,432621,230.1118367346939,0.31805413687898987,0.9021807148578544,0.38894840960367894,0
Screen Shot 2018-06-07 at 2.20.29 PM,588028,552180,479182,385.990612244898,0.36248735777693675,0.9278212538744587,0.5580808412931406,0
vertical_flip_Screen Shot 2018-06-08 at 2.52.20 PM,621407,559794,408990,340.9428571428572,0.35577335091013473,0.8449461014777429,0.4375837268647449,0
vertical_flip_Screen Shot 2018-06-08 at 2.35.25 PM,565464,498158,478291,298.65061224489796,0.44200501108121837,0.9562953326068597,0.55457828858742,0
rotated_by_15_Screen Shot 2018-06-07 at 2.16.54 PM,510395,404503,367852,1821.468979591837,0.36994973599623204,0.8687597486333671,0.4886644976765022,0
rotated_by_15_Screen Shot 2018-06-08 at 2.43.54 PM,498141,408017,332182,1479.3995918367345,0.2511270720784511,0.8698759881716923,0.40642881673452724,0
translation_Screen Shot 2018-06-08 at 2.47.54 PM,494452,423244,357266,855.250612244898,0.3322249655556342,0.9484152297140455,0.5125099036698689,0
rotated_by_60_Screen Shot 2018-06-08 at 2.48.00 PM,406012,359863,229645,2545.057142857143,0.20727200156373404,0.8257918144876429,0.33675424035975543,0
rotated_by_15_Screen Shot 2018-06-08 at 2.39.02 PM,424857,354943,340874,2032.913061224489,0.35199780867138125,0.883151453208733,0.4630725131171514,0
rotated_by_15_Screen Shot 2018-06-08 at 2.37.53 PM,464022,369040,322929,1903.006122448979,0.3093058962301433,0.8769241776731725,0.4252248675897384,0
rotated_by_75_Screen Shot 2018-06-07 at 2.35.10 PM,523087,412173,343818,1911.5938775510203,0.21658455924562928,0.8387223735253766,0.3990090905941093,0
translation_Screen Shot 2018-06-07 at 2.37.53 PM,510482,409899,386507,1814.5163265306123,0.4643952774963726,0.8915220748415607,0.5870754138825642,0
translation_Screen Shot 2018-06-07 at 3.03.38 PM,460684,338727,298388,1773.1048979591833,0.2616162559731735,0.8821473893085613,0.40543359501592713,0
rotated_by_15_Screen Shot 2018-06-07 at 2.56.47 PM,380813,388449,277239,1447.222857142857,0.08473296368804921,0.8542261273890709,0.24708470292273443,0
rotated_by_75_Screen Shot 2018-06-07 at 2.46.52 PM,496934,373985,324420,1953.8910204081633,0.20905351849307802,0.8409114545456202,0.35426872576924373,0
vertical_flip_Screen Shot 2018-06-08 at 2.32.10 PM,585142,543374,341816,243.37510204081633,0.3003764124747126,0.9102238827640249,0.4037799161942719,0
saltandpepper_Screen Shot 2018-06-08 at 2.23.40 PM,508081,390152,375254,769.1297959183672,0.39181037326290646,0.9418323363890329,0.44593405250372137,0
rotated_by_45_Screen Shot 2018-06-08 at 2.48.52 PM,409255,346099,313647,1834.054285714286,0.3399545502121019,0.9006216310086292,0.5224421828586443,0
rotated_by_15_Screen Shot 2018-06-07 at 2.43.34 PM,503436,466276,388918,1430.5967346938774,0.2902096787542568,0.8847180460127314,0.4764606264161981,0
rotated_by_15_Screen Shot 2018-06-08 at 2.45.44 PM,399625,291581,187657,764.8232653061222,0.07889121248221367,0.8848666732633473,0.2091012224750411,0
vertical_flip_Screen Shot 2018-06-07 at 2.56.47 PM,438371,445917,334845,510.93591836734697,0.05071993152165149,0.9195761794282381,0.2506197773862737,0
Screen Shot 2018-06-08 at 2.49.27 PM,528600,472819,443413,426.1122448979592,0.3588409775193213,0.9696083305287498,0.48108992222414737,0
rotated_by_30_Screen Shot 2018-06-08 at 2.33.28 PM,382505,303491,248305,1259.3334693877546,0.22645908045097357,0.9200571495057858,0.4018447405584038,0
rotated_by_60_Screen Shot 2018-06-08 at 2.26.44 PM,437852,293646,255306,1646.1477551020412,0.1932399828247227,0.8764504635856661,0.3405746331391034,0
rotated_by_30_Screen Shot 2018-06-08 at 2.45.44 PM,378385,271941,173158,828.4322448979592,0.13241076773401667,0.8951675684251688,0.2417837447540407,0
Screen Shot 2018-06-08 at 2.37.24 PM,547525,466573,383126,228.8473469387755,0.13080406832311914,0.9440949756261119,0.2572860373313806,0
translation_Screen Shot 2018-06-08 at 2.47.03 PM,471912,405864,297112,1559.0036734693876,0.2505189948164578,0.8889471482620467,0.4339687631839165,0
rotated_by_45_Screen Shot 2018-06-07 at 3.04.47 PM,435455,375439,334467,1872.9514285714286,0.27504329294601165,0.8785977164994307,0.4347118020475189,0
rotated_by_60_Screen Shot 2018-06-07 at 2.51.16 PM,465562,393466,289021,1692.0808163265306,0.2712878260226672,0.8820517071880116,0.41653916887314174,0
translation_Screen Shot 2018-06-08 at 2.21.33 PM,441145,357650,324883,1563.161224489796,0.24818608917599472,0.8893823349022032,0.4028593916293969,0
rotated_by_45_Screen Shot 2018-06-07 at 2.53.57 PM,457745,392885,306231,1674.8628571428571,0.22460794664472586,0.8806868136755056,0.39772347398161156,0
rotated_by_45_Screen Shot 2018-06-08 at 2.50.38 PM,403155,345521,310238,1811.26,0.23760168475781082,0.8832618238700191,0.43086588620424704,0
saltandpepper_Screen Shot 2018-06-08 at 2.45.44 PM,436688,326020,213467,326.2836734693878,0.020868282499859947,0.9149240758956129,0.15491823007668123,0
rotated_by_75_Screen Shot 2018-06-07 at 3.02.37 PM,416721,379348,290675,2426.839183673469,0.19005315024145583,0.859314143209504,0.347385643364688,0
rotated_by_45_Screen Shot 2018-06-07 at 2.43.54 PM,359678,256609,235537,1897.0951020408163,0.18767789006875069,0.8678869167635888,0.3273494844851841,0
vertical_flip_Screen Shot 2018-06-08 at 2.36.23 PM,534176,470416,465147,274.25428571428574,0.13697511607584056,0.9640734821264136,0.47025322634434963,0
rotated_by_15_Screen Shot 2018-06-07 at 2.58.30 PM,525037,455102,352288,1457.9893877551021,0.26124394060237593,0.8641401974985745,0.4088169744285638,0
rotated_by_45_Screen Shot 2018-06-08 at 2.27.44 PM,458958,346780,300513,1445.1261224489795,0.15202205061564616,0.8886246170722906,0.32970680029774785,0
rotated_by_30_Screen Shot 2018-06-07 at 2.15.50 PM,394998,262952,242737,1909.0106122448979,0.1809263957609523,0.8418397227657644,0.3429205074595183,0
rotated_by_15_Screen Shot 2018-06-08 at 2.50.49 PM,478315,418195,362519,1305.1028571428574,0.14658716434720198,0.878018120507306,0.38806396177579383,0
rotated_by_75_Screen Shot 2018-06-08 at 2.27.15 PM,539638,428604,360491,1640.3591836734695,0.250909715099267,0.8427211320401378,0.3960353291325798,0
rotated_by_30_Screen Shot 2018-06-07 at 3.04.47 PM,449372,389345,348440,1689.4363265306124,0.28459094035465193,0.8851927310448754,0.4299199359521481,0
vertical_flip_Screen Shot 2018-06-07 at 2.31.59 PM,572434,435152,377594,461.3273469387756,0.3082197542494981,0.9375692524936632,0.3628846058533133,0
vertical_flip_Screen Shot 2018-06-07 at 3.00.40 PM,428383,389505,386541,1008.3836734693878,0.4288494724890589,0.9471902213568759,0.48245982334722537,0
rotated_by_60_Screen Shot 2018-06-07 at 2.21.09 PM,411162,335468,273442,1744.729387755102,0.2258048679738025,0.8777601203481404,0.3793621208374488,0
vertical_flip_Screen Shot 2018-06-08 at 2.43.54 PM,562039,471916,396257,273.495918367347,0.3443443207682021,0.9565847450062033,0.44311028637718824,0
rotated_by_15_Screen Shot 2018-06-07 at 2.43.48 PM,539690,475988,389840,1513.2085714285713,0.22628668610092584,0.8583455907201675,0.41971491615099105,0
rotated_by_45_Screen Shot 2018-06-08 at 2.48.15 PM,364632,288895,232735,2158.804897959184,0.20889786348300315,0.8618258682573439,0.34157474188986275,0
vertical_flip_Screen Shot 2018-06-07 at 3.02.37 PM,522527,485329,396567,680.0383673469388,0.2660268076541734,0.9323704011872088,0.34532634557002456,0
rotated_by_75_Screen Shot 2018-06-07 at 3.00.25 PM,336411,304215,307725,2990.3873469387754,0.3077778370858589,0.8682918822026535,0.43374168322121653,0
rotated_by_45_Screen Shot 2018-06-08 at 2.30.40 PM,395811,327416,208481,1939.8261224489793,0.16967961087204697,0.8603126758197007,0.33973430093693463,0
rotated_by_45_Screen Shot 2018-06-08 at 2.26.09 PM,449948,384749,365503,1672.786530612245,0.3306806429625933,0.909003425413769,0.5204385065400821,0
saltandpepper_Screen Shot 2018-06-08 at 2.39.51 PM,593603,513783,483760,337.34367346938774,0.22487258644236252,0.9295016370023346,0.4375183252819746,0
translation_Screen Shot 2018-06-07 at 2.59.23 PM,356593,335794,322187,1164.2122448979592,0.3438906919308344,0.9448826245390964,0.5208605746778234,0
vertical_flip_Screen Shot 2018-06-08 at 2.26.44 PM,536639,391779,353485,434.9179591836735,0.2616872495488202,0.9553527001452153,0.3381474425600845,0
Screen Shot 2018-06-07 at 2.23.24 PM,554356,423946,380988,413.31836734693877,0.2443331923241368,0.9295994255313055,0.3061767474983589,0
rotated_by_60_Screen Shot 2018-06-08 at 2.46.50 PM,464066,397823,301233,1637.1971428571426,0.25435302283422195,0.8860362255616842,0.4063178675741861,0
rotated_by_60_Screen Shot 2018-06-07 at 2.40.13 PM,479117,415134,286352,1485.7755102040817,0.2415204165700247,0.8867490018439522,0.40069506820328565,0
vertical_flip_Screen Shot 2018-06-07 at 2.47.27 PM,529809,411434,341973,401.3571428571429,0.10916860472022058,0.9357708399062742,0.27368000742129006,0
vertical_flip_Screen Shot 2018-06-07 at 2.24.35 PM,521173,380974,350965,322.9820408163265,0.2432264384783114,0.9691676092318867,0.34487118094353825,0
saltandpepper_Screen Shot 2018-06-07 at 2.17.15 PM,538679,455458,403176,474.07510204081643,0.3226726168414491,0.9512472900056765,0.3894551294680362,0
saltandpepper_Screen Shot 2018-06-07 at 2.42.37 PM,562361,448190,339661,382.49673469387756,0.04148834533738143,0.9007213462126209,0.2262379009600213,0
translation_Screen Shot 2018-06-08 at 2.40.13 PM,414256,314911,283046,1589.5759183673467,0.24721657506207534,0.8992564875704232,0.4226242641365211,0
translation_Screen Shot 2018-06-08 at 2.39.35 PM,411988,363477,358582,1296.1448979591835,0.2670921047500751,0.932052556338452,0.5943549976653212,0
Screen Shot 2018-06-07 at 2.33.47 PM,569877,478222,415390,814.6538775510205,0.34900751767965965,0.8569978535235132,0.40289544644181857,0
rotated_by_30_Screen Shot 2018-06-08 at 2.38.47 PM,455260,426399,335478,1634.6718367346941,0.21248985080009017,0.9059924629030653,0.4690675063716764,0
rotated_by_75_Screen Shot 2018-06-08 at 2.40.30 PM,482157,384114,327244,1837.2032653061226,0.1910725116451143,0.8499647278373189,0.37379472774596934,0
translation_Screen Shot 2018-06-07 at 2.23.51 PM,482901,352849,297742,1648.87306122449,0.2661573471546449,0.8850048205976676,0.4164491116580816,0
rotated_by_15_Screen Shot 2018-06-08 at 2.24.15 PM,517143,442317,380430,1557.406530612245,0.33867394592633315,0.8748208427567299,0.45093045131034326,0
rotated_by_45_Screen Shot 2018-06-07 at 2.47.01 PM,506054,439810,284180,1398.8314285714284,0.166503599249682,0.8968311288084934,0.44391579002788,0
translation_Screen Shot 2018-06-08 at 2.28.23 PM,492141,483196,366111,930.5481632653062,0.23389909791403202,0.9356212087481053,0.4739705972228331,0
rotated_by_60_Screen Shot 2018-06-08 at 2.33.28 PM,379802,300604,245521,1261.4595918367347,0.23029000422832124,0.9196300938882885,0.40441274060420923,0
Screen Shot 2018-06-08 at 2.51.43 PM,483699,378656,295973,460.4775510204082,0.02788982907078614,0.8176323334551224,0.10723383587532431,0
rotated_by_60_Screen Shot 2018-06-08 at 2.46.36 PM,518036,455064,305652,1577.3110204081634,0.1919255113732106,0.8825165981840961,0.40882088644947523,0
rotated_by_45_Screen Shot 2018-06-07 at 2.43.48 PM,491985,428228,341877,1776.0583673469384,0.21583405629879715,0.8827896824336612,0.4180838279620393,0
saltandpepper_Screen Shot 2018-06-07 at 2.37.20 PM,489907,419040,413711,547.1244897959183,0.2643100611273834,0.9430692590892907,0.3297289333606699,0
rotated_by_75_Screen Shot 2018-06-08 at 2.45.44 PM,389013,280878,179704,861.5248979591836,0.08592733483668981,0.8711520717614517,0.2111143033140876,0
Screen Shot 2018-06-08 at 2.27.15 PM,605837,494922,426755,276.9632653061225,0.33786748238297765,0.9326547895944656,0.421859963845924,0
vertical_flip_Screen Shot 2018-06-07 at 3.06.51 PM,608954,494369,387226,278.25551020408165,0.2946038360944508,0.9340411441011066,0.3873373431831667,0
rotated_by_30_Screen Shot 2018-06-07 at 2.50.43 PM,432718,319079,250174,999.9461224489793,0.13145708905972564,0.9150776590613695,0.2467085449234269,0
rotated_by_60_Screen Shot 2018-06-07 at 2.45.09 PM,511443,453573,319213,1183.605306122449,0.15009756649222794,0.9075527898733493,0.4655105054177542,0
rotated_by_75_Screen Shot 2018-06-08 at 2.39.21 PM,452222,339339,330049,2200.96,0.23526248776796208,0.847641191874362,0.371650036958725,0
rotated_by_60_Screen Shot 2018-06-07 at 3.05.29 PM,360180,284205,246842,1785.3289795918365,0.1437641759122155,0.8454349412530575,0.3100684217130776,0
rotated_by_15_Screen Shot 2018-06-08 at 2.34.42 PM,515583,465733,348770,1210.7232653061226,0.15167892830843274,0.8806944863614057,0.4196298532791787,0
rotated_by_45_Screen Shot 2018-06-07 at 2.44.05 PM,409803,255352,192217,1031.2473469387755,0.1443150101598389,0.8930821080961197,0.2261205032651731,0
rotated_by_15_Screen Shot 2018-06-08 at 2.35.32 PM,448724,359073,338365,1547.3612244897959,0.2651962095713513,0.8901021172142769,0.4150419370462274,0
rotated_by_45_Screen Shot 2018-06-08 at 2.26.34 PM,359946,274283,173918,634.2212244897959,0.14842249768002158,0.9399773339092449,0.2689490027945354,0
rotated_by_60_Screen Shot 2018-06-08 at 2.25.17 PM,409911,323994,264987,1972.4102040816322,0.1997332665313091,0.851737867739311,0.3480750151732025,0
rotated_by_30_Screen Shot 2018-06-07 at 3.03.12 PM,440013,388960,298376,1991.8934693877547,0.2675124896366899,0.8797766889687642,0.4228650839718421,0
Screen Shot 2018-06-08 at 2.31.23 PM,490041,412796,334685,266.54163265306124,0.23867432008992365,0.9749085273578119,0.3431667582971685,0
rotated_by_45_Screen Shot 2018-06-07 at 2.57.13 PM,275311,270244,283933,1576.017142857143,0.16351766211199917,0.9123427844104912,0.4225231014061529,0
translation_Screen Shot 2018-06-07 at 2.36.21 PM,398764,314927,206307,974.3869387755103,0.24846148837126678,0.9389592455674588,0.4153326547979133,0
rotated_by_30_Screen Shot 2018-06-07 at 3.03.58 PM,458692,364524,268721,1655.026122448979,0.24902993803453502,0.8782878810596629,0.39688293431615773,0
rotated_by_30_Screen Shot 2018-06-07 at 3.02.02 PM,420491,354344,310661,1809.163265306122,0.19153167233568735,0.8843552929451611,0.3366529433330671,0
translation_Screen Shot 2018-06-07 at 2.39.44 PM,387823,274002,237520,1178.834693877551,0.2870242564344651,0.935865474371391,0.48664906548627873,0
rotated_by_75_Screen Shot 2018-06-07 at 3.00.00 PM,409886,378413,297245,2054.4379591836737,0.13658474873134932,0.8204029221340002,0.2996008257608269,0
rotated_by_75_Screen Shot 2018-06-07 at 2.39.20 PM,500198,419447,301278,1642.9465306122452,0.19219072853533745,0.8370530399029521,0.3624321360510324,0
vertical_flip_Screen Shot 2018-06-07 at 2.23.02 PM,558073,445196,426695,584.2155102040817,0.3739175408610814,0.9358816942989256,0.45483794033084757,0
translation_Screen Shot 2018-06-07 at 2.50.31 PM,474518,400312,321187,1644.6742857142858,0.29457188384533006,0.8942055254454648,0.4820660440186342,0
rotated_by_15_Screen Shot 2018-06-08 at 2.32.42 PM,456456,377670,298844,1365.3167346938776,0.12115781853813486,0.8757570894602154,0.33067652160133315,0
Screen Shot 2018-06-08 at 2.32.42 PM,519130,439694,359850,376.2938775510205,0.1424744144300314,0.9471894757038835,0.3451849839747996,0
rotated_by_15_Screen Shot 2018-06-07 at 2.41.14 PM,480915,403738,349103,1271.427755102041,0.15362887934813102,0.8959525931416115,0.40193100521041814,0
rotated_by_75_Screen Shot 2018-06-08 at 2.37.24 PM,483652,402769,319755,1282.3232653061223,0.11539729103049244,0.858428291409278,0.2742793119451903,0
rotated_by_45_Screen Shot 2018-06-07 at 2.43.07 PM,354060,245326,233180,1536.872244897959,0.1766790693442676,0.9019106132547757,0.3240374146429258,0
translation_Screen Shot 2018-06-07 at 2.34.49 PM,461044,364934,346163,1488.4836734693874,0.3305816312356964,0.9152394075229151,0.5526316730707608,0
vertical_flip_Screen Shot 2018-06-08 at 2.26.55 PM,539708,467670,392056,658.7232653061225,0.4781541629870443,0.939405744599062,0.5315193787099555,0
rotated_by_30_Screen Shot 2018-06-07 at 2.47.27 PM,435419,317674,248220,1616.867755102041,0.14287667504956675,0.856859801836419,0.2851922402380343,0
saltandpepper_Screen Shot 2018-06-07 at 2.46.12 PM,590871,527371,440196,616.3118367346939,0.45070032043714936,0.872189635710909,0.5098458163071216,0
Screen Shot 2018-06-08 at 2.31.33 PM,555172,495353,453574,332.5118367346938,0.497825927302115,0.9615143435277664,0.5657944404462004,0
rotated_by_15_Screen Shot 2018-06-07 at 2.19.15 PM,426672,294677,257815,1903.689387755102,0.20937243847389064,0.8476065594629906,0.3659302483460944,0
rotated_by_60_Screen Shot 2018-06-08 at 2.51.55 PM,519769,436689,365328,1540.2379591836734,0.3635528556947372,0.8934895905008051,0.5239834876544305,0
vertical_flip_Screen Shot 2018-06-08 at 2.42.52 PM,521348,445947,423263,628.8061224489796,0.36856792549242656,0.9436209439909085,0.4473948149735853,0
